date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
03-08,27.4,24.8,30.3,23.7,33.9,33.5,22.7,29.1,38.6,12.7,22.3,,12.7,22.3,23.7,30.3,33.9,38.6,27.4
03-09,24.1,33.8,28.9,27.7,37.6,33.1,19.6,28.7,27.9,17.3,23.8,,17.3,19.6,24.1,28.9,33.8,37.6,27.9
03-10,22.3,36.3,32.0,35.7,40.0,31.8,23.0,30.6,19.9,15.0,31.7,,15.0,19.9,23.0,32.0,36.3,40.0,31.7
03-11,26.1,19.9,36.6,36.3,35.2,32.5,26.4,34.4,18.3,9.7,26.5,,9.7,18.3,26.1,34.4,36.3,36.6,26.5
03-12,30.7,22.2,32.9,33.3,36.4,33.4,30.5,34.9,20.5,17.4,26.4,,17.4,20.5,26.4,33.3,34.9,36.4,30.7
03-13,36.4,28.6,33.7,33.3,37.6,36.5,16.7,29.5,18.3,27.8,28.0,,16.7,18.3,28.0,33.7,36.5,37.6,29.5
03-14,44.0,29.7,36.9,26.7,43.0,34.2,16.7,30.3,23.4,27.0,30.6,,16.7,23.4,27.0,34.2,43.0,44.0,30.3
03-15,42.9,25.4,41.1,20.4,44.1,23.2,19.4,30.7,27.7,28.5,28.6,,19.4,20.4,25.4,30.7,42.9,44.1,28.5
03-16,36.4,33.3,42.3,24.5,42.0,23.2,25.6,31.3,26.8,29.6,17.2,,17.2,23.2,25.6,33.3,42.0,42.3,29.6
03-17,28.0,28.3,42.7,30.7,42.9,24.2,27.9,32.4,28.8,24.5,16.3,,16.3,24.2,27.9,30.7,42.7,42.9,28.3
03-18,26.3,14.7,36.9,28.0,45.5,15.4,29.4,26.8,31.0,23.5,16.9,,14.7,15.4,23.5,29.4,36.9,45.5,26.8
03-19,28.5,23.7,32.4,31.5,45.1,18.9,29.7,25.1,37.0,28.3,22.2,,18.9,22.2,25.1,31.5,37.0,45.1,28.5
03-20,33.7,32.6,36.0,38.1,43.5,27.7,28.7,23.8,31.0,30.6,24.0,,23.8,24.0,28.7,33.7,38.1,43.5,31.0
03-21,24.2,32.2,39.9,41.4,42.2,34.6,27.9,25.2,18.6,24.0,24.2,,18.6,24.0,24.2,34.6,41.4,42.2,27.9
03-22,14.8,26.3,37.3,25.5,37.6,37.6,25.5,28.5,19.0,20.2,23.0,,14.8,19.0,23.0,28.5,37.6,37.6,25.5
